?uuid,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta
4241,21/04/19,13/06/19,54,5,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RC
4242,25/05/19,29/05/19,5,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4243,01/06/19,01/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FG
4244,14/06/19,14/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4245,11/06/19,11/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4246,20/05/19,20/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AQ
4247,04/03/19,15/06/19,104,48,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4248,29/05/19,29/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4249,31/05/19,31/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4250,12/05/19,14/06/19,34,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ITA-CA
4251,05/05/19,16/06/19,43,3,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4252,30/04/19,25/05/19,26,2,2,127,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PR
4253,16/05/19,16/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RN
4254,18/05/19,18/05/19,1,1,5,242,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
4255,26/05/19,26/05/19,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4256,08/12/17,14/06/19,554,501,1,173,,23,5,10,6,38,0,1,1,1,6,1,1,0,0,7,4,0,6,ITA-NA
4257,16/05/19,16/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4258,08/06/19,08/06/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CN
4259,25/05/19,25/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
4260,03/06/19,06/06/19,4,2,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
4261,21/05/19,21/05/19,1,1,1,33,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4262,02/05/19,14/06/19,44,24,1,33,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4263,13/02/18,30/05/19,472,116,2,86,124,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,ITA-CT
4264,01/06/19,01/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4265,16/05/19,16/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4266,30/11/18,12/06/19,195,34,1,173,133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ITA-RM
4267,14/09/18,11/06/19,271,67,1,173,133,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4268,30/03/19,11/06/19,74,5,2,86,144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA-TO
4269,04/06/19,04/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA-RC
4270,15/06/19,15/06/19,1,1,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
4271,13/05/19,26/05/19,14,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ITA-NA
4272,10/06/17,14/06/19,735,244,5,,132,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4273,12/06/19,12/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
4274,15/06/19,15/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4275,08/05/19,11/06/19,35,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4276,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4277,11/06/19,11/06/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4278,20/05/19,12/06/19,24,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4279,30/06/18,16/06/19,352,83,1,173,133,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,ITA-MI
4280,09/06/19,13/06/19,5,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4281,02/06/19,02/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4282,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4283,10/06/19,10/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4284,07/06/19,07/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4285,24/05/19,24/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4286,31/05/19,13/06/19,14,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4287,31/10/18,12/06/19,225,85,1,,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4288,07/06/19,07/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4289,11/06/19,11/06/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4290,13/02/19,20/05/19,97,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
4291,17/05/19,03/06/19,18,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4292,13/06/19,14/06/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
4293,19/05/19,30/05/19,12,8,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
4294,16/06/19,16/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NO
4295,25/05/19,09/06/19,16,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4296,13/03/19,16/06/19,96,29,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4297,27/05/19,03/06/19,8,3,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4298,16/06/19,16/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4299,27/05/19,27/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4300,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4301,11/06/19,11/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TV
4302,17/01/19,16/06/19,151,37,5,128,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4303,21/09/18,23/05/19,245,33,1,173,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4304,04/06/19,04/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4305,04/06/19,04/06/19,1,1,5,227,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TS
4306,16/05/19,16/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4307,18/02/19,02/06/19,105,11,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4308,26/05/19,11/06/19,17,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BT
4309,23/04/19,09/06/19,48,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4310,28/05/19,04/06/19,8,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
4311,06/06/19,14/06/19,9,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BL
4312,23/05/19,08/06/19,17,4,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
4313,23/02/19,15/06/19,113,79,1,128,131,0,6,0,8,0,0,0,0,0,0,7,1,4,0,1,0,0,14,ITA-LU
4314,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
4315,27/05/19,27/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FE
4316,25/05/19,15/06/19,22,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4317,11/02/19,18/05/19,97,31,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4318,15/06/19,15/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4319,04/04/19,29/05/19,56,5,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4320,17/05/19,12/06/19,27,8,2,218,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
4321,13/06/19,13/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4322,24/04/19,26/05/19,33,3,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4323,26/03/19,23/05/19,59,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4324,08/06/19,15/06/19,8,2,1,228,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4325,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4326,23/05/19,23/05/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4327,28/02/19,16/05/19,78,7,2,10,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4328,10/06/19,10/06/19,1,1,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FM
4329,22/05/19,09/06/19,19,4,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4330,17/05/19,27/05/19,11,6,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
4331,05/05/19,19/05/19,15,4,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TA
4332,24/05/19,08/06/19,16,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RC
4333,14/06/19,14/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CR
4334,14/06/19,15/06/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VC
4335,19/05/19,19/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
4336,03/05/19,24/05/19,22,3,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4337,13/04/19,03/06/19,52,8,1,173,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA-VE
4338,05/06/19,13/06/19,9,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4339,19/03/19,16/06/19,90,36,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
4340,14/05/19,29/05/19,16,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4341,10/04/19,14/06/19,66,10,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4342,19/05/19,20/05/19,2,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CS
4343,30/05/19,30/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4344,03/06/17,30/05/19,727,288,5,86,133,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,ITA-MI
4345,17/05/19,30/05/19,14,5,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-NA
4346,15/05/19,20/05/19,6,3,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4347,13/06/19,13/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MC
4348,12/06/19,13/06/19,2,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PI
4349,31/05/19,31/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
4350,25/06/17,15/06/19,721,295,1,173,133,1,0,0,2,4,0,1,0,0,0,7,1,0,0,2,0,1,0,ITA-PU
4351,01/06/19,01/06/19,1,1,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TR
4352,31/05/19,16/06/19,17,8,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4353,14/06/19,14/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FM
4354,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4355,16/05/19,16/05/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FC
4356,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4357,18/05/19,05/06/19,19,3,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FE
4358,15/06/19,15/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4359,28/05/19,28/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
4360,03/07/18,07/06/19,340,82,1,173,133,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,ITA-MO
4361,31/05/19,31/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4362,07/06/19,11/06/19,5,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4363,17/05/19,20/05/19,4,2,1,254,131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4364,18/05/19,18/05/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4365,30/05/19,30/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
4366,04/07/18,15/06/19,347,161,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TV
4367,25/05/19,25/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4368,21/05/19,21/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4369,24/04/19,16/05/19,23,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4370,17/05/19,17/05/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4371,25/05/19,16/06/19,23,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4372,26/05/19,26/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PR
4373,23/04/19,29/05/19,37,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
4374,11/04/19,18/05/19,38,11,2,255,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RN
4375,27/05/19,27/05/19,1,1,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CR
4376,06/06/19,06/06/19,1,1,5,156,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
4377,22/05/19,14/06/19,24,15,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4378,07/06/19,07/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4379,29/05/19,02/06/19,5,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4380,04/02/18,06/06/19,488,232,1,173,133,0,2,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,1,ITA-MI
4381,10/02/19,03/06/19,114,17,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4382,05/04/19,15/06/19,72,16,1,128,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4383,15/06/19,15/06/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4384,14/06/19,16/06/19,3,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4385,06/06/19,06/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PR
4386,17/05/19,17/05/19,1,1,2,253,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4387,24/05/19,28/05/19,5,3,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
4388,23/04/19,09/06/19,48,7,2,86,144,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4389,30/03/19,15/06/19,78,18,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
4390,14/06/19,14/06/19,1,1,2,86,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CA
4391,01/05/19,22/05/19,22,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4392,30/05/19,31/05/19,2,2,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AR
4393,01/04/19,15/06/19,76,28,2,86,124,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,ITA-PE
4394,15/06/19,15/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4395,13/06/19,13/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4396,11/04/19,14/06/19,65,4,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LC
4397,25/05/19,25/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4398,29/05/19,29/05/19,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
4399,11/06/19,11/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4400,22/05/19,22/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4401,23/05/19,23/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4402,08/06/19,08/06/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
4403,01/06/19,01/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4404,03/06/19,03/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4405,26/06/18,14/06/19,354,277,2,86,1,0,0,0,4,0,0,0,0,0,1,0,0,0,3,1,0,0,0,ITA-CE
4406,18/05/19,25/05/19,8,2,1,173,133,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
4407,16/05/19,16/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AV
4408,06/06/19,06/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4409,21/05/19,21/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4410,16/05/19,16/05/19,1,1,1,227,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
4411,09/05/19,02/06/19,25,8,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4412,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LU
4413,10/06/19,10/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4414,11/12/18,16/06/19,188,144,2,86,144,0,0,7,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,ITA-FI
4415,24/04/19,26/05/19,33,3,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4416,17/04/19,28/05/19,42,11,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA-RM
4417,10/05/18,15/06/19,402,108,2,86,144,3,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,13,ITA-VA
4418,12/05/19,25/05/19,14,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-UD
4419,20/06/18,09/06/19,355,167,2,251,144,6,18,2,0,18,7,0,2,0,0,3,0,0,8,1,0,0,0,ITA-PA
4420,12/06/19,12/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4421,15/04/19,16/06/19,63,45,2,86,144,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,ITA-PA
4422,30/05/19,15/06/19,17,3,5,128,132,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4423,09/08/18,13/06/19,309,158,1,254,131,1,20,0,7,0,4,0,0,0,1,4,3,1,1,3,0,0,69,ITA-RN
4424,12/05/19,26/05/19,15,7,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
4425,03/07/18,15/06/19,348,112,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
4426,04/06/19,06/06/19,3,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4427,10/06/19,10/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4428,02/05/19,24/05/19,23,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
4429,01/06/19,16/06/19,16,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4430,03/08/18,13/06/19,315,127,1,173,133,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,ITA-NA
4431,26/05/19,07/06/19,13,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TP
4432,17/05/19,17/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PT
4433,07/05/19,03/06/19,28,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4434,22/05/19,13/06/19,23,7,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CS
4435,02/11/18,12/06/19,223,81,1,173,133,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,ITA-CE
4436,10/06/19,10/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4437,15/05/19,28/05/19,14,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4438,06/05/19,07/06/19,33,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CR
4439,22/05/19,25/05/19,4,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4440,03/04/19,08/06/19,67,15,1,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
4441,06/04/19,16/06/19,72,30,5,128,132,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
4442,14/06/19,14/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4443,30/05/19,30/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4444,17/05/19,19/05/19,3,2,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4445,22/03/19,14/06/19,85,17,2,86,143,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
4446,27/05/19,27/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4447,28/05/19,28/05/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MS
