?uuid,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta
4448,27/05/19,29/05/19,3,2,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4449,11/04/19,16/05/19,36,6,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CA
4450,08/05/19,14/06/19,38,5,5,128,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4451,04/05/19,18/05/19,15,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4452,08/05/18,15/06/19,404,254,2,,20,3,10,0,0,0,12,4,2,16,2,5,4,0,2,2,2,0,0,ITA-TO
4453,23/05/19,29/05/19,7,5,2,255,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RA
4454,02/06/19,02/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4455,07/06/19,07/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4456,10/06/19,10/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4457,02/06/19,02/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MC
4458,15/05/19,20/05/19,6,4,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-VR
4459,29/05/19,29/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LI
4460,27/05/19,27/05/19,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SS
4461,07/05/19,14/06/19,39,3,2,255,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA-TO
4462,20/04/19,29/05/19,40,22,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PE
4463,27/11/18,24/05/19,179,26,1,254,131,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
4464,02/05/19,03/06/19,33,2,2,156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4465,21/05/19,21/05/19,1,1,2,218,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
4466,30/05/19,10/06/19,12,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VT
4467,20/04/19,11/06/19,53,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CH
4468,05/06/19,05/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4469,13/06/19,15/06/19,3,3,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4470,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4471,07/06/19,07/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4472,25/09/18,16/06/19,265,168,,,133,1,0,0,3,0,0,0,0,0,0,0,1,0,0,8,0,0,7,ITA-MI
4473,12/04/19,03/06/19,53,5,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4474,21/03/19,29/05/19,70,20,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
4475,29/05/19,29/05/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4476,14/06/19,14/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4477,13/05/19,09/06/19,28,5,2,86,144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
4478,22/05/19,30/05/19,9,4,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4479,01/06/19,01/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MC
4480,31/03/19,02/06/19,64,20,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-OR
4481,29/04/19,20/05/19,22,3,2,11,124,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4482,17/04/19,06/06/19,51,18,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4483,12/05/19,01/06/19,21,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4484,23/05/19,23/05/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FE
4485,21/04/19,08/06/19,49,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4486,03/06/19,13/06/19,11,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LC
4487,27/05/19,27/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
4488,06/04/19,19/05/19,44,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
4489,10/12/18,11/06/19,184,48,2,86,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,ITA-RM
4490,18/04/19,14/06/19,58,27,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RG
4491,29/05/19,03/06/19,6,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4492,14/02/19,13/06/19,120,18,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4493,07/06/19,07/06/19,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4494,13/04/19,28/05/19,46,7,1,254,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4495,09/05/19,31/05/19,23,10,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4496,14/05/19,13/06/19,31,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4497,19/03/19,29/05/19,72,11,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LO
4498,27/04/19,22/05/19,26,2,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
4499,13/06/19,13/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4500,26/05/19,15/06/19,21,9,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RO
4501,13/06/19,13/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NO
4502,12/06/19,12/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4503,02/06/17,14/06/19,743,221,2,156,134,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4504,25/05/19,25/05/19,1,1,1,228,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4505,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4506,16/05/19,17/05/19,2,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4507,19/04/19,16/05/19,28,20,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4508,23/05/19,23/05/19,1,1,1,33,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4509,12/05/19,17/05/19,6,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MS
4510,23/04/19,31/05/19,39,5,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
4511,15/06/19,15/06/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4512,11/06/19,11/06/19,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BI
4513,28/11/18,18/05/19,172,24,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
4514,16/05/19,17/05/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4515,15/02/19,20/05/19,95,32,1,173,133,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,ITA-SA
4516,07/06/19,15/06/19,9,3,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4517,08/02/19,03/06/19,116,20,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4518,28/05/19,08/06/19,12,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4519,26/05/19,26/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4520,10/06/19,10/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4521,15/06/19,15/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PN
4522,05/05/19,16/06/19,43,17,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
4523,03/04/19,14/06/19,73,10,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ITA-RM
4524,31/05/19,14/06/19,15,7,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4525,28/07/18,08/06/19,316,155,1,173,133,2,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,ITA-TO
4526,17/01/19,16/05/19,120,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
4527,22/02/18,09/06/19,473,107,2,11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
4528,24/05/19,24/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,ITA-TO
4529,31/05/19,11/06/19,12,2,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AO
4530,07/11/18,01/06/19,207,82,1,128,131,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,ITA-TO
4531,14/02/19,14/06/19,121,13,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
4532,01/06/19,01/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4533,24/03/19,16/06/19,85,84,1,128,131,0,0,0,21,1,2,0,0,0,0,1,2,0,3,1,0,0,6,ITA-SA
4534,21/04/19,13/06/19,54,10,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4535,02/06/19,02/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MS
4536,20/05/19,22/05/19,3,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4537,21/05/19,28/05/19,8,2,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4538,15/07/18,13/06/19,334,141,1,254,131,1,17,3,9,0,2,0,0,6,1,3,0,0,0,15,0,0,24,ITA-CB
4539,18/05/19,18/05/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4540,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
4541,31/05/19,01/06/19,2,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4542,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4543,12/05/19,16/05/19,5,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4544,14/06/19,15/06/19,2,2,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4545,12/11/18,25/05/19,195,18,1,,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
4546,31/05/19,31/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4547,29/05/19,29/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4548,05/05/19,14/06/19,41,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4549,22/05/19,22/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4550,30/03/19,16/06/19,79,40,1,173,133,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,
4551,30/11/18,16/06/19,199,153,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,ITA-NA
4552,16/05/19,06/06/19,22,2,1,33,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4553,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4554,12/06/19,12/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4555,20/04/19,19/05/19,30,2,2,156,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4556,13/05/19,20/05/19,8,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
4557,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
4558,11/06/19,11/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
4559,08/05/19,01/06/19,25,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4560,16/05/19,16/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4561,28/05/19,31/05/19,4,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
4562,16/05/19,02/06/19,18,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
4563,01/06/19,01/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4564,06/06/19,06/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
4565,24/05/19,24/05/19,1,1,1,173,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4566,27/05/19,27/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4567,16/05/19,16/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AL
4568,14/06/19,14/06/19,1,1,2,156,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
4569,16/05/19,27/05/19,12,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4570,19/06/17,14/06/19,726,206,5,227,132,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ITA-CT
4571,30/05/19,05/06/19,7,7,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4572,19/05/19,19/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4573,07/08/18,14/06/19,312,210,1,173,,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,ITA-TO
4574,01/06/19,09/06/19,9,7,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4575,03/10/18,12/06/19,253,76,2,11,,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,ITA-LT
4576,15/06/19,15/06/19,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4577,03/06/19,03/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4578,22/03/19,14/06/19,85,22,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4579,04/04/19,14/06/19,72,7,,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RI
4580,13/06/19,16/06/19,4,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4581,15/02/19,24/05/19,99,41,5,128,132,0,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,ITA-LI
4582,12/03/19,20/05/19,70,6,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PG
4583,26/05/19,26/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4584,05/12/18,03/06/19,181,36,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4585,27/05/19,27/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4586,20/05/19,20/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
4587,29/05/19,29/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
4588,17/05/19,15/06/19,30,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4589,31/05/19,07/06/19,8,2,2,156,124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA-LI
4590,25/05/19,29/05/19,5,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4591,13/06/19,13/06/19,1,1,1,228,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4592,22/05/19,22/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PG
4593,27/01/19,09/06/19,134,51,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
4594,04/04/19,03/06/19,61,10,5,227,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RA
4595,05/05/19,24/05/19,20,6,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4596,17/05/19,07/06/19,22,15,1,228,131,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
4597,09/05/19,16/06/19,39,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TA
4598,23/06/18,16/06/19,359,286,2,251,144,2,13,0,25,1,18,0,0,23,0,30,9,0,20,0,0,0,18,ITA-BA
4599,15/04/19,08/06/19,55,5,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BA
4600,24/05/19,24/05/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BZ
4601,05/06/19,05/06/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4602,06/06/19,06/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4603,10/06/19,10/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
4604,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4605,26/10/18,14/06/19,232,74,1,228,131,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4606,02/06/19,15/06/19,14,5,1,128,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4607,12/06/19,12/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
4608,30/01/19,20/05/19,111,16,,,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SV
4609,05/04/19,08/06/19,65,11,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4610,21/05/19,21/05/19,1,1,2,156,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4611,16/05/19,16/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4612,12/06/19,12/06/19,1,1,2,215,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
4613,30/05/19,30/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SV
4614,13/05/19,19/05/19,7,2,1,173,133,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
4615,14/04/19,11/06/19,59,10,1,128,131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ITA-RM
4616,20/05/19,20/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
4617,04/06/19,04/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
4618,16/04/19,28/05/19,43,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4619,14/06/19,14/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PZ
4620,28/05/19,10/06/19,14,7,1,173,133,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AG
4621,31/05/19,31/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MN
4622,05/06/19,05/06/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
4623,06/06/19,06/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4624,15/06/19,15/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4625,15/06/19,15/06/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
4626,11/06/19,16/06/19,6,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-RM
4627,20/05/19,20/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SP
4628,15/05/19,08/06/19,25,2,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
4629,21/12/18,10/06/19,172,38,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,ITA-BO
4630,23/05/19,23/05/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
4631,18/05/19,18/05/19,1,1,2,253,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LI
4632,21/05/19,11/06/19,22,2,2,86,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
4633,02/06/19,02/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4634,04/06/19,04/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BT
4635,28/01/18,11/06/19,500,199,,,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ITA-PR
4636,30/05/19,16/06/19,18,3,2,86,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4637,10/06/19,10/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ITA-MI
4638,25/05/19,29/05/19,5,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
4639,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TN
4640,17/05/19,17/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
4641,06/07/18,13/06/19,343,81,1,173,133,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,ITA-RM
4642,12/05/19,02/06/19,22,3,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PN
4643,22/05/19,22/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4644,22/05/19,22/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4645,10/06/19,10/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RA
4646,12/06/19,12/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4647,12/06/19,12/06/19,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4648,07/05/19,28/05/19,22,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
4649,13/05/19,20/05/19,8,4,2,156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
4650,23/05/19,23/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CS
4651,03/05/19,15/06/19,44,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
4652,20/05/19,20/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
4653,20/12/18,15/06/19,178,99,1,128,131,3,15,0,13,0,12,0,0,0,0,14,1,1,0,9,0,0,19,ITA-RA
4654,15/06/19,15/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4655,04/06/19,04/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
